ticket_id,description,category,priority
596,please help payment gateway is completely broken since 2 hours not sure why,Technical,Critical
597,"hi the entire system is down, no one can login regards",Technical,Critical
598,no users can access the platform thanks,Technical,Critical
599,hi we are losing customer data right now hi,Technical,Critical
600,"system is completely down, no users can access the platform best",Technical,Critical
601,the entire system is completely down please help,Technical,Critical
602,"the entire system is down, no one can login please help",Technical,Critical
603,"the entire system is down, no one can login",Technical,Critical
604,payment gateway is completely broken since 2 hours thanks,Technical,Critical
605,"the entire system is down, no one can login",Technical,Critical
606,no users can access the platform hi,Technical,Critical
607,"the entire system is down, no one can login",Technical,Critical
608,"best system is completely down, no users can access the platform please help",Technical,Critical
609,"the entire system is down, no one can login regards",Technical,Critical
610,no users can access the platform,Technical,Critical
611,security breach detected on our account can someone check this,Technical,Critical
612,we are losing customer data right now,Technical,Critical
613,we are losing customer data right now thanks,Technical,Critical
614,security breach detected on our account,Technical,Critical
615,no users can access the platform thanks,Technical,Critical
616,no users can access the platform,Technical,Critical
617,please help payment gateway is completely broken since 2 hours hello,Technical,Critical
618,security breach detected on our account,Technical,Critical
619,payment gateway is completely broken since 2 hours thanks,Technical,Critical
620,payment gateway is completely broken since 2 hours,Technical,Critical
621,payment gateway is completely broken since 2 hours can someone check this,Technical,Critical
622,"the entire system is down, no one can login hello",Technical,Critical
623,no users can access the platform not sure why,Technical,Critical
624,we are losing customer data right now regards,Technical,Critical
625,page shows server error and 404 not found,Technical,High
626,hello page shows server error and 404 not found,Technical,High
627,login page returns 500 internal server error not sure why,Technical,High
628,"cannot complete payment, getting server error",Technical,High
629,"the next page is loading for a long time, shows server error and error 404 not found hi",Technical,High
630,getting a server error thanks,Technical,High
631,app crashes when trying to checkout,Technical,High
632,login page returns 500 internal server error,Technical,High
633,database connection error on every request,Technical,High
634,thanks page shows server error and 404 not found,Technical,High
635,login page returns 500 internal server error thanks,Technical,High
636,page shows server error and 404 not found,Technical,High
637,app crashes when trying to checkout can someone check this,Technical,High
638,database connection error on every request hi,Technical,High
639,login page returns 500 internal server error hi,Technical,High
640,database connection error on every request,Technical,High
641,"hi cannot complete payment, getting server error",Technical,High
642,app crashes when trying to checkout,Technical,High
643,login page returns 500 internal server error not sure why,Technical,High
644,the next page is loading for a long time and shows error 404,Technical,High
645,"the next page is loading for a long time, shows server error and error 404 not found hello",Technical,High
646,getting a server error hello,Technical,High
647,database connection error on every request,Technical,High
648,login page returns 500 internal server error not sure why,Technical,High
649,regards app crashes when trying to checkout hello,Technical,High
650,app crashes when trying to checkout,Technical,High
651,page shows server error and 404 not found,Technical,High
652,page shows server error and 404 not found,Technical,High
653,"the next page is loading for a long time, shows server error and error 404 not found",Technical,High
654,"hi cannot complete payment, getting server error not sure why",Technical,High
655,login page returns 500 internal server error,Technical,High
656,database connection error on every request,Technical,High
657,getting a server error,Technical,High
658,login page returns 500 internal server error hi,Technical,High
659,"cannot complete payment, getting server error",Technical,High
660,app crashes when trying to checkout,Technical,High
661,"the next page is loading for a long time, shows server error and error 404 not found regards",Technical,High
662,the next page is loading for a long time and shows error 404,Technical,High
663,database connection error on every request hi,Technical,High
664,"cannot complete payment, getting server error not sure why",Technical,High
665,please help page shows server error and 404 not found hello,Technical,High
666,can someone check this page shows server error and 404 not found,Technical,High
667,app crashes when trying to checkout not sure why,Technical,High
668,page shows server error and 404 not found,Technical,High
669,the next page is loading for a long time and shows error 404 best,Technical,High
670,app crashes when trying to checkout,Technical,High
671,login page returns 500 internal server error hi,Technical,High
672,app crashes when trying to checkout,Technical,High
673,"cannot complete payment, getting server error best",Technical,High
674,database connection error on every request hello,Technical,High
675,login page returns 500 internal server error,Technical,High
676,database connection error on every request,Technical,High
677,hi login page returns 500 internal server error,Technical,High
678,can someone check this getting a server error,Technical,High
679,database connection error on every request can someone check this,Technical,High
680,the next page is loading for a long time and shows error 404,Technical,High
681,"the next page is loading for a long time, shows server error and error 404 not found",Technical,High
682,"cannot complete payment, getting server error thanks",Technical,High
683,login page returns 500 internal server error,Technical,High
684,"the next page is loading for a long time, shows server error and error 404 not found regards",Technical,High
685,the next page is loading for a long time and shows error 404,Technical,High
686,getting a server error,Technical,High
687,getting a server error,Technical,High
688,database connection error on every request,Technical,High
689,"the next page is loading for a long time, shows server error and error 404 not found hi",Technical,High
690,page shows server error and 404 not found can someone check this,Technical,High
691,database connection error on every request,Technical,High
692,page shows server error and 404 not found,Technical,High
693,"the next page is loading for a long time, shows server error and error 404 not found",Technical,High
694,thanks database connection error on every request,Technical,High
695,getting a server error regards,Technical,High
696,the next page is loading for a long time and shows error 404 hi,Technical,High
697,"cannot complete payment, getting server error",Technical,High
698,login page returns 500 internal server error best,Technical,High
699,page shows server error and 404 not found hi,Technical,High
700,database connection error on every request can someone check this,Technical,High
701,"regards cannot complete payment, getting server error",Technical,High
702,login page returns 500 internal server error,Technical,High
703,not sure why getting a server error,Technical,High
704,database connection error on every request,Technical,High
705,"cannot complete payment, getting server error",Technical,High
706,best app crashes when trying to checkout,Technical,High
707,can someone check this app crashes when trying to checkout best,Technical,High
708,"cannot complete payment, getting server error not sure why",Technical,High
709,"cannot complete payment, getting server error not sure why",Technical,High
710,"cannot complete payment, getting server error",Technical,High
711,can someone check this page shows server error and 404 not found please help,Technical,High
712,the next page is loading for a long time and shows error 404 best,Technical,High
713,database connection error on every request can someone check this,Technical,High
714,the next page is loading for a long time and shows error 404,Technical,High
715,please help database connection error on every request hello,Technical,High
716,login page returns 500 internal server error,Technical,High
717,"the next page is loading for a long time, shows server error and error 404 not found best",Technical,High
718,getting a server error can someone check this,Technical,High
719,login page returns 500 internal server error can someone check this,Technical,High
720,best app crashes when trying to checkout best,Technical,High
721,page shows server error and 404 not found,Technical,High
722,"the next page is loading for a long time, shows server error and error 404 not found not sure why",Technical,High
723,"regards the next page is loading for a long time, shows server error and error 404 not found not sure why",Technical,High
724,getting a server error,Technical,High
725,"regards cannot complete payment, getting server error thanks",Technical,High
726,"can someone check this cannot complete payment, getting server error",Technical,High
727,can someone check this database connection error on every request,Technical,High
728,"the next page is loading for a long time, shows server error and error 404 not found thanks",Technical,High
729,"the next page is loading for a long time, shows server error and error 404 not found best",Technical,High
730,database connection error on every request thanks,Technical,High
731,page shows server error and 404 not found hello,Technical,High
732,app crashes when trying to checkout,Technical,High
733,login page returns 500 internal server error not sure why,Technical,High
734,the next page is loading for a long time and shows error 404 please help,Technical,High
735,page shows server error and 404 not found thanks,Technical,High
736,getting a server error,Technical,High
737,"the next page is loading for a long time, shows server error and error 404 not found",Technical,High
738,"the next page is loading for a long time, shows server error and error 404 not found",Technical,High
739,database connection error on every request regards,Technical,High
740,getting a server error,Technical,High
741,login page returns 500 internal server error,Technical,High
742,getting a server error,Technical,High
743,getting a server error,Technical,High
744,"cannot complete payment, getting server error best",Technical,High
745,UI is not rendering correctly on mobile best,Technical,Medium
746,the dashboard loads slowly sometimes please help,Technical,Medium
747,the dashboard loads slowly,Technical,Medium
748,export button is not working sometimes thanks,Technical,Medium
749,feature is slow but still works can someone check this,Technical,Medium
750,the dashboard loads slowly can someone check this,Technical,Medium
751,the dashboard loads slowly please help,Technical,Medium
752,export button is not working sometimes,Technical,Medium
753,UI is not rendering correctly on mobile can someone check this,Technical,Medium
754,the dashboard loads slowly best,Technical,Medium
755,the dashboard loads slowly sometimes regards,Technical,Medium
756,the dashboard loads slowly sometimes please help,Technical,Medium
757,best UI is not rendering correctly on mobile thanks,Technical,Medium
758,the dashboard loads slowly sometimes best,Technical,Medium
759,feature is slow but still works,Technical,Medium
760,export button is not working sometimes thanks,Technical,Medium
761,feature is slow but still works,Technical,Medium
762,UI is not rendering correctly on mobile,Technical,Medium
763,UI is not rendering correctly on mobile thanks,Technical,Medium
764,please help the dashboard loads slowly sometimes thanks,Technical,Medium
765,the dashboard loads slowly,Technical,Medium
766,feature is slow but still works please help,Technical,Medium
767,feature is slow but still works,Technical,Medium
768,the dashboard loads slowly regards,Technical,Medium
769,the dashboard loads slowly sometimes,Technical,Medium
770,the dashboard loads slowly,Technical,Medium
771,please help feature is slow but still works,Technical,Medium
772,the dashboard loads slowly,Technical,Medium
773,UI is not rendering correctly on mobile,Technical,Medium
774,feature is slow but still works,Technical,Medium
775,the dashboard loads slowly sometimes regards,Technical,Medium
776,export button is not working sometimes hi,Technical,Medium
777,export button is not working sometimes,Technical,Medium
778,feature is slow but still works regards,Technical,Medium
779,not sure why UI is not rendering correctly on mobile,Technical,Medium
780,can someone check this export button is not working sometimes,Technical,Medium
781,UI is not rendering correctly on mobile hi,Technical,Medium
782,feature is slow but still works,Technical,Medium
783,the dashboard loads slowly hello,Technical,Medium
784,feature is slow but still works,Technical,Medium
785,UI is not rendering correctly on mobile regards,Technical,Medium
786,feature is slow but still works,Technical,Medium
787,the dashboard loads slowly regards,Technical,Medium
788,the dashboard loads slowly not sure why,Technical,Medium
789,export button is not working sometimes regards,Technical,Medium
790,hello the dashboard loads slowly sometimes please help,Technical,Medium
791,the dashboard loads slowly,Technical,Medium
792,the dashboard loads slowly hi,Technical,Medium
793,export button is not working sometimes,Technical,Medium
794,UI is not rendering correctly on mobile,Technical,Medium
795,feature is slow but still works hi,Technical,Medium
796,the dashboard loads slowly sometimes thanks,Technical,Medium
797,UI is not rendering correctly on mobile thanks,Technical,Medium
798,UI is not rendering correctly on mobile,Technical,Medium
799,thanks feature is slow but still works,Technical,Medium
800,regards export button is not working sometimes,Technical,Medium
801,the dashboard loads slowly sometimes,Technical,Medium
802,export button is not working sometimes hi,Technical,Medium
803,feature is slow but still works,Technical,Medium
804,export button is not working sometimes best,Technical,Medium
805,hi UI is not rendering correctly on mobile not sure why,Technical,Medium
806,can someone check this UI is not rendering correctly on mobile,Technical,Medium
807,export button is not working sometimes,Technical,Medium
808,UI is not rendering correctly on mobile hi,Technical,Medium
809,feature is slow but still works,Technical,Medium
810,export button is not working sometimes not sure why,Technical,Medium
811,feature is slow but still works,Technical,Medium
812,export button is not working sometimes,Technical,Medium
813,can someone check this the dashboard loads slowly,Technical,Medium
814,the dashboard loads slowly best,Technical,Medium
815,regards UI is not rendering correctly on mobile hello,Technical,Medium
816,the dashboard loads slowly sometimes,Technical,Medium
817,export button is not working sometimes,Technical,Medium
818,the dashboard loads slowly sometimes,Technical,Medium
819,not sure why the dashboard loads slowly,Technical,Medium
820,feature is slow but still works,Technical,Medium
821,export button is not working sometimes,Technical,Medium
822,UI is not rendering correctly on mobile hi,Technical,Medium
823,UI is not rendering correctly on mobile hello,Technical,Medium
824,feature is slow but still works,Technical,Medium
825,the dashboard loads slowly,Technical,Medium
826,feature is slow but still works,Technical,Medium
827,UI is not rendering correctly on mobile,Technical,Medium
828,the dashboard loads slowly sometimes,Technical,Medium
829,feature is slow but still works hello,Technical,Medium
830,the dashboard loads slowly sometimes not sure why,Technical,Medium
831,the dashboard loads slowly,Technical,Medium
832,export button is not working sometimes,Technical,Medium
833,UI is not rendering correctly on mobile hi,Technical,Medium
834,the dashboard loads slowly sometimes not sure why,Technical,Medium
835,hello export button is not working sometimes,Technical,Medium
836,the dashboard loads slowly sometimes,Technical,Medium
837,the dashboard loads slowly sometimes,Technical,Medium
838,UI is not rendering correctly on mobile regards,Technical,Medium
839,export button is not working sometimes,Technical,Medium
840,thanks export button is not working sometimes,Technical,Medium
841,can someone check this UI is not rendering correctly on mobile,Technical,Medium
842,UI is not rendering correctly on mobile,Technical,Medium
843,the dashboard loads slowly,Technical,Medium
844,export button is not working sometimes thanks,Technical,Medium
845,feature is slow but still works,Technical,Medium
846,the dashboard loads slowly,Technical,Medium
847,not sure why UI is not rendering correctly on mobile,Technical,Medium
848,export button is not working sometimes regards,Technical,Medium
849,export button is not working sometimes,Technical,Medium
850,export button is not working sometimes,Technical,Medium
851,thanks the dashboard loads slowly sometimes please help,Technical,Medium
852,hi the dashboard loads slowly sometimes hello,Technical,Medium
853,feature is slow but still works can someone check this,Technical,Medium
854,export button is not working sometimes,Technical,Medium
855,the dashboard loads slowly,Technical,Medium
856,please help UI is not rendering correctly on mobile,Technical,Medium
857,the dashboard loads slowly sometimes,Technical,Medium
858,the dashboard loads slowly best,Technical,Medium
859,the dashboard loads slowly not sure why,Technical,Medium
860,UI is not rendering correctly on mobile best,Technical,Medium
861,hello the dashboard loads slowly,Technical,Medium
862,the dashboard loads slowly sometimes hi,Technical,Medium
863,UI is not rendering correctly on mobile,Technical,Medium
864,can someone check this the dashboard loads slowly not sure why,Technical,Medium
865,can you add dark mode,Technical,Low
866,can you add dark mode hi,Technical,Low
867,"regards I forgot my password, how do I reset it hello",Technical,Low
868,hi how do I reset my password hi,Technical,Low
869,please help can you add dark mode,Technical,Low
870,how do I reset my password,Technical,Low
871,thanks how do I reset my password can someone check this,Technical,Low
872,best how do I reset my password,Technical,Low
873,how do I change my profile picture,Technical,Low
874,how do I reset my password,Technical,Low
875,how do I change my profile picture,Technical,Low
876,how do I reset my password,Technical,Low
877,how do I reset my password regards,Technical,Low
878,thanks how do I reset my password thanks,Technical,Low
879,can someone check this how do I reset my password,Technical,Low
880,"I forgot my password, how do I reset it",Technical,Low
881,how do I change my profile picture hi,Technical,Low
882,I want to update my billing address,Technical,Low
883,"I forgot my password, how do I reset it regards",Technical,Low
884,"I forgot my password, how do I reset it",Technical,Low
885,can you add dark mode,Technical,Low
886,I want to update my billing address best,Technical,Low
887,"I forgot my password, how do I reset it regards",Technical,Low
888,"I forgot my password, how do I reset it",Technical,Low
889,please help how do I reset my password thanks,Technical,Low
890,"I forgot my password, how do I reset it",Technical,Low
891,can you add dark mode hi,Technical,Low
892,not sure why I want to update my billing address thanks,Technical,Low
893,hello how do I reset my password thanks,Technical,Low
894,can you add dark mode best,Technical,Low
895,can you add dark mode,Technical,Low
896,I want to update my billing address hello,Technical,Low
897,I want to update my billing address not sure why,Technical,Low
898,I want to update my billing address best,Technical,Low
899,"I forgot my password, how do I reset it",Technical,Low
900,"I forgot my password, how do I reset it best",Technical,Low
901,can you add dark mode,Technical,Low
902,"I forgot my password, how do I reset it please help",Technical,Low
903,regards I want to update my billing address,Technical,Low
904,can you add dark mode,Technical,Low
905,I want to update my billing address hi,Technical,Low
906,"I forgot my password, how do I reset it thanks",Technical,Low
907,can you add dark mode please help,Technical,Low
908,"best I forgot my password, how do I reset it",Technical,Low
909,"I forgot my password, how do I reset it",Technical,Low
910,"I forgot my password, how do I reset it regards",Technical,Low
911,can you add dark mode,Technical,Low
912,best I want to update my billing address hello,Technical,Low
913,how do I reset my password,Technical,Low
914,how do I reset my password,Technical,Low
915,can you add dark mode thanks,Technical,Low
916,can you add dark mode please help,Technical,Low
917,hi I want to update my billing address can someone check this,Technical,Low
918,how do I change my profile picture,Technical,Low
919,can you add dark mode,Technical,Low
920,I want to update my billing address hi,Technical,Low
921,"I forgot my password, how do I reset it hi",Technical,Low
922,"I forgot my password, how do I reset it not sure why",Technical,Low
923,"I forgot my password, how do I reset it hi",Technical,Low
924,hello how do I reset my password can someone check this,Technical,Low
925,how do I reset my password thanks,Technical,Low
926,"I forgot my password, how do I reset it",Technical,Low
927,I want to update my billing address,Technical,Low
928,how do I reset my password,Technical,Low
929,regards how do I reset my password,Technical,Low
930,how do I change my profile picture,Technical,Low
931,how do I change my profile picture please help,Technical,Low
932,can you add dark mode hello,Technical,Low
933,"I forgot my password, how do I reset it",Technical,Low
934,how do I reset my password can someone check this,Technical,Low
935,can you add dark mode,Technical,Low
936,how do I reset my password,Technical,Low
937,how do I change my profile picture,Technical,Low
938,I want to update my billing address,Technical,Low
939,"can someone check this I forgot my password, how do I reset it",Technical,Low
940,"I forgot my password, how do I reset it",Technical,Low
941,can you add dark mode regards,Technical,Low
942,how do I change my profile picture hello,Technical,Low
943,how do I reset my password thanks,Technical,Low
944,can you add dark mode,Technical,Low
945,hello can you add dark mode,Technical,Low
946,how do I change my profile picture hi,Technical,Low
947,please help how do I reset my password,Technical,Low
948,how do I reset my password thanks,Technical,Low
949,can you add dark mode,Technical,Low
950,how do I change my profile picture,Technical,Low
951,thanks I want to update my billing address thanks,Technical,Low
952,I want to update my billing address thanks,Technical,Low
953,"I forgot my password, how do I reset it",Technical,Low
954,how do I reset my password hello,Technical,Low
955,I want to update my billing address regards,Technical,Low
956,how do I reset my password,Technical,Low
957,how do I change my profile picture hello,Technical,Low
958,how do I change my profile picture regards,Technical,Low
959,can you add dark mode thanks,Technical,Low
960,how do I change my profile picture hello,Technical,Low
961,can you add dark mode please help,Technical,Low
962,I want to update my billing address,Technical,Low
963,I want to update my billing address,Technical,Low
964,can you add dark mode,Technical,Low
965,how do I reset my password hello,Technical,Low
966,I want to update my billing address,Technical,Low
967,I want to update my billing address best,Technical,Low
968,I want to update my billing address,Technical,Low
969,"I forgot my password, how do I reset it",Technical,Low
970,can you add dark mode,Technical,Low
971,I want to update my billing address,Technical,Low
972,I want to update my billing address,Technical,Low
973,thanks can you add dark mode hi,Technical,Low
974,"I forgot my password, how do I reset it can someone check this",Technical,Low
975,how do I reset my password best,Technical,Low
976,"I forgot my password, how do I reset it",Technical,Low
977,"I forgot my password, how do I reset it",Technical,Low
978,how do I change my profile picture best,Technical,Low
979,how do I reset my password,Technical,Low
980,how do I change my profile picture regards,Technical,Low
981,"can someone check this I forgot my password, how do I reset it",Technical,Low
982,can you add dark mode,Technical,Low
983,I want to update my billing address,Technical,Low
984,how do I reset my password please help,Technical,Low
985,"The portal is not loading properly and it just returns an error. Thanks for the help.",Technical,Critical
986,"BLOCKER: The portal is not loading. All users are stuck. Production is completely down.",Technical,Critical
987,"Getting a internal error in the profile panel after the weekend. Production is impacted.",Technical,Critical
988,"Internal server error in the profile panel. System is down. Production is impacted.",Technical,Critical
989,"The portal is completely unresponsive and not loading for any user. Need this fixed now.",Technical,Critical
990,"Urgent: The portal is not responding correctly. I was trying to proceed but it just glitches. Thanks for the help.",Technical,High
991,"The portal is not responding as expected. I was trying to proceed but glitches happened. Need this fixed soon.",Technical,High
992,"The module is acting strange. I was trying to submit but it just fails to complete. Need this fixed soon.",Technical,High
993,"Module is behaving strangely. Submission fails to complete every time. Need this fixed soon.",Technical,High
994,"The file is not appearing as expected in the module. Can you check the mobile device logs? Need this fixed soon.",Technical,High
995,"File not appearing properly in the module. Mobile device logs needed urgently to debug.",Technical,High
996,"Getting a generic error in the main view after my last login. This is frustrating.",Technical,Medium
997,"Generic error in the main view since last login. Not blocking but annoying.",Technical,Medium
998,"The dashboard is behaving unexpectedly. I was trying to submit but it just glitches. Hope you are having a good day.",Technical,Medium
999,"Dashboard showing glitches intermittently when trying to submit. Not urgent.",Technical,Medium
1000,"Getting a status code 500 in the settings area after this morning. It is a critical blocker.",Technical,Medium
1001,"Settings area returning 500 sometimes. Not consistent but happening today.",Technical,Medium
1002,"NOW: My card was denied last night. I also have a question about contact email. Sorry for the trouble. Sent from my iPhone. Best regards.",Billing,Critical
1003,"BLOCKER: My card was denied. This is preventing all payments. Need this fixed now.",Billing,Critical
1004,"My card was denied and I cannot make any payments. This is completely blocking me right now.",Billing,Critical
1005,"CRITICAL: Why is there a discrepancy in the invoice? It says INV-202 but the amount is different. Best regards.",Billing,Critical
1006,"Invoice discrepancy critical: the amount charged is completely wrong and must be fixed immediately.",Billing,Critical
1007,"My card was not going through last night. I also have a question about login information. Best regards.",Billing,High
1008,"Card payment failed last night and still not resolved. Please check this soon.",Billing,High
1009,"Why is there a discrepancy in the summary? It says INV-202 but the amount is different. Need this fixed soon.",Billing,High
1010,"Discrepancy in summary invoice amount. The number shown does not match what was agreed.",Billing,High
1011,"Why is there a discrepancy in the latest charge? It says TXN-101 but the amount is different. Production is impacted.",Billing,Medium
1012,"Charge discrepancy in TXN-101. The amount seems off but I can still use the platform.",Billing,Medium
1013,"BLOCKER: I am having trouble with password credentials when I try to change settings. Sent from my iPhone.",Account,Critical
1014,"BLOCKER: Password credentials not working when changing settings. This is blocking all account changes.",Account,Critical
1015,"I am having trouble with password credentials when I try to sign in. Hope you are having a good day.",Account,Critical
1016,"Password credentials keep failing during sign in. Cannot access account at all.",Account,Critical
1017,"URGENT: My contact email is not accessible. Also the settings area keeps showing inconsistencies.",Account,Critical
1018,"Contact email inaccessible and settings panel broken. Completely blocking account access.",Account,Critical
1019,"How do I set up the message system? I am not seeing any updates. Need this fixed soon.",Account,Medium
1020,"Need help setting up the message system. Not urgent but would like this resolved soon.",Account,Medium
1021,"Getting a internal error in the profile panel after the weekend. Production is impacted. This is blocking all users.",Technical,Critical
1022,"Internal server error profile panel blocking all users. Production down since weekend.",Technical,Critical
1023,"Profile panel internal error. All production users blocked. Immediate fix required.",Technical,Critical
1024,"Urgent: The portal is not responding correctly. I was trying to proceed but it just glitches. Thanks for the help.",Technical,High
1025,"Portal glitching intermittently. Partially working but causing disruption. Please fix soon.",Technical,High
1026,"The portal responds slowly and glitches sometimes. Needs attention soon.",Technical,High
1027,"NOW: My card was denied last night. I also have a question about contact email. Sorry for the trouble. Sent from my iPhone.",Billing,Critical
1028,"Card denied. Cannot make payment. This is a critical billing issue. Please resolve urgently.",Billing,Critical
1029,"My card was denied and payment is blocked. Critical billing issue needs immediate resolution.",Billing,Critical
1030,"CRITICAL: Why is there a discrepancy in the invoice? It says INV-202 but the amount is different. Best regards.",Billing,Critical
1031,"Critical invoice discrepancy. The invoice amount INV-202 is completely wrong and must be corrected now.",Billing,Critical
1032,"Invoice INV-202 shows wrong amount. This is a critical billing error requiring immediate correction.",Billing,Critical
1033,"Important: Why is there a discrepancy in the statement? It says order #55 but the amount is different. It is a critical blocker.",Billing,High
1034,"Statement discrepancy for order #55. The charged amount does not match. Need this fixed soon.",Billing,High
1035,"My card was not going through last night. I also have a question about login information. Best regards.",Billing,High
1036,"Card payment not going through. Need help resolving this billing issue urgently.",Billing,High
1037,"The add-on process did not behave as expected and unusually high. Sorry for the trouble.",Billing,High
1038,"Add-on charge is unusually high and does not match what was agreed. Please fix this soon.",Billing,High
1039,"Unusually high add-on charge detected. This is a billing error that needs to be corrected soon.",Billing,High
1040,"Why is there a discrepancy in the summary? It says INV-202 but the amount is different. Need this fixed soon.",Billing,High
1041,"Summary shows wrong amount for INV-202. Need this billing discrepancy fixed soon.",Billing,High
1042,"URGENT: My contact email is not accessible. Also the settings area keeps showing inconsistencies. Completely blocking account.",Account,Critical
1043,"Contact email inaccessible and settings broken. This is blocking my entire account. Urgent fix needed.",Account,Critical
1044,"Cannot access contact email. Settings area broken. Account completely inaccessible. Critical issue.",Account,Critical
1045,"getting a internal error profile panel after weekend production impacted this is blocking all users now",Technical,Critical
1046,"internal server error profile panel weekend production down all users blocked",Technical,Critical
1047,"urgent the portal is not responding correctly trying to proceed but it just glitches sorry for the trouble",Technical,High
1048,"portal glitching when trying to proceed partially working but causing disruption please fix soon",Technical,High
1049,"CRITICAL why is there a discrepancy in the invoice it says INV-202 but the amount is different best regards thanks",Billing,Critical
1050,"critical invoice amount INV-202 is completely wrong immediate correction required urgent priority",Billing,Critical
1051,"invoice INV-202 shows wrong charge amount critical billing error needs correction right now",Billing,Critical
1052,"NOW my card was denied last night i also have question about contact email hope having good day",Billing,Critical
1053,"card denied payment blocked this is a critical billing issue please resolve urgently now",Billing,Critical
1054,"my card was denied and i cannot make any payments this is completely blocking me critical",Billing,Critical
1055,"why is there discrepancy summary it says INV-202 but amount is different need this fixed soon high priority",Billing,High
1056,"summary shows wrong amount INV-202 need this billing discrepancy fixed soon important",Billing,High
1057,"URGENT my contact email is not accessible settings area showing inconsistencies completely blocking account work",Account,Critical
1058,"contact email inaccessible and settings panel broken completely blocking account access critical",Account,Critical
1059,"cannot access contact email settings area broken account completely inaccessible critical issue",Account,Critical
1060,"BLOCKER i am having trouble with password credentials when i try to change settings sent from iPhone",Account,Critical
1061,"BLOCKER password credentials not working when changing settings blocking all account changes critical",Account,Critical
1062,"password credentials failing when changing account settings cannot update anything critical blocker",Account,Critical
1063,"my account was stuck last night i also have question about security settings critical billing issue blocking work",Billing,Critical
1064,"account stuck last night payment completely blocked needs immediate resolution critical",Billing,Critical
1065,"URGENT why is there discrepancy summary TXN-101 amount different urgent critical needs immediate attention",Billing,Critical
1066,"urgent discrepancy in summary TXN-101 critical amount error blocking billing resolution",Billing,Critical
1067,"my card was not going through last night i also have question about login information high priority billing",Billing,High
1068,"card not going through yesterday billing question needs attention soon high priority payment issue",Billing,High
1069,"the entry is not appearing in system can you check desktop logs urgent attention needed please check",Technical,Medium
1070,"entry not appearing in interface check web browser logs medium priority please investigate",Technical,Medium
1071,"the portal is not loading and it just returns an error completely down all users blocked critical priority",Technical,Critical
1072,"portal returning error completely and not loading at all users blocked production critical issue",Technical,Critical
1073,"important getting internal error in profile panel after weekend production impacted high priority",Technical,High
1074,"profile panel internal error after weekend high priority needs fixing production impacted",Technical,High
1075,"the dashboard is behaving unexpectedly when submitting medium priority not blocking but annoying",Technical,Medium
1076,"dashboard glitches when submitting intermittently medium priority not blocking work completely",Technical,Medium
1077,"query my card was denied last night question about profile data medium routine billing query",Billing,Medium
1078,"card denied yesterday routine billing query checking profile data medium priority no urgency",Billing,Medium
1079,"i was expecting email notification received notification about not going through medium billing",Billing,Medium
1080,"expected confirmation email but received payment notification medium priority billing query",Billing,Medium
1081,"why is there discrepancy in summary INV-202 amount different high priority billing needs fixing",Billing,High
1082,"summary shows wrong amount INV-202 high priority billing discrepancy needs correction soon",Billing,High
